source_id,ra,dec,ra_error,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,ruwe,p_pm,pm_method,r_proj_arcmin,p_spatial,p_cmd,membership_prob,is_member,dist_pc,dist_pc_err
4418729836652135424,229.2632264519733,-0.14166085191365949,0.3938946,0.30193606,-0.0010234290629795098,0.41888142,-7.423720847754442,0.4585997,-5.470307666619818,0.36511564,19.801352,20.041525,19.37099,0.67053413,0.96474725,0.0,window,14.591463430588094,0.01,0.874616279735948,0.0,False,,
4418731004882571520,229.12197161591874,-0.1676027089621919,0.7403921,0.6610242,0.6948769009986442,0.74447715,-3.738642415581891,1.1159698,-4.24547472871587,0.94425434,20.473421,20.389122,20.151472,0.23764992,0.9818278,0.16368994853048366,window,6.880562290266833,0.3479635668435064,0.26346745422734824,0.15981145205933062,False,,
4418731726437083904,229.0846774634336,-0.15126167744355268,0.29123774,0.24473341,0.13051603408663673,0.31929168,-13.032930901460919,0.3933732,-0.9349345813921777,0.32099995,19.288631,19.701834,18.829535,0.8722992,0.9423057,0.0,window,4.45539639493468,0.6327169162736422,0.9050176874045774,0.0,False,,
4418731829516302848,229.09705387583304,-0.14192385615593472,0.08567194,0.07397135,0.006046467063990139,0.09734614,-2.7270947188045565,0.1099881,-2.5371723875929515,0.09107735,17.268955,17.550905,16.834576,0.7163296,1.067202,0.6885231894721099,window,4.862451188049781,0.5843622211705244,0.982044533809514,0.7881415036080043,True,,
4418731898235774720,229.0658424081214,-0.1603888850297125,0.3225537,0.2764477,0.07591323889417168,0.3510615,-3.1485383953680337,0.43388513,-3.1035970738304592,0.35104147,19.291409,19.81881,18.747389,1.0714207,1.0000484,0.30107654743154955,window,3.9396217521018224,0.6913225987770288,0.4239908635949496,0.3881149754399018,True,,
4418732070034472448,229.09982387609298,-0.13800245524168936,0.18020192,0.15379535,0.2414352991243208,0.20290272,2.3869196863127424,0.23872659,-9.35639182434049,0.19624609,18.486483,18.799484,18.067665,0.73181915,1.1108726,0.0,window,4.936507819962979,0.5754441666933916,0.9877136791717495,0.0,False,,
4418732143049556096,229.08607273464636,-0.1259670329223559,0.12056236,0.103826106,0.0038166280505740405,0.13451971,-2.7387906290163277,0.15764594,-2.556340085562172,0.12953298,17.841728,18.294468,17.221825,1.0726433,1.0614325,0.8359494038904874,window,3.945672208871344,0.6906584408142492,0.7762811142418953,0.8572474658399184,True,,
4418732280487626112,229.12841582900256,-0.1173040097336988,0.33047652,0.281199,0.42212311732656327,0.3504733,0.24190789668093535,0.45039642,-0.6272330902162833,0.3680246,19.56468,19.853092,18.989794,0.8632984,0.99875665,0.0,window,6.40009470560825,0.4009877107796757,0.8853565923172575,0.0,False,,
4418732551070815360,229.11097874673584,-0.10880641413057983,0.5008401,0.43711048,-0.04712253033537571,0.60434276,-3.367835410189915,0.6815683,-2.289132200137575,0.60162395,19.940842,20.236668,19.491812,0.7448559,1.2150879,0.5446427775716022,window,5.3473423020510085,0.5256922930479014,0.9964414641110105,0.656356640783228,True,,
4418732722870158720,229.21742859495228,-0.1387933614987761,0.5206062,0.4338352,1.5848882699130615,0.5477691,1.828226939317414,0.6541365,-6.8232312837865505,0.5470733,20.045147,20.12456,20.015879,0.108680725,0.83687186,0.0,window,11.844608693856825,0.039501188202977745,0.0011133651770514489,0.0,False,,
4418733100826629888,229.19304467909902,-0.0997803640730256,0.35259676,0.28654298,0.5152656658310437,0.37203228,-2.251134855408664,0.46120408,-3.542920694468185,0.36198786,19.618237,20.785418,18.601213,2.184204,1.0334456,0.03629117533351845,window,10.293120900421242,0.091791821166577,2.4850273400859278e-12,0.020190263387863797,False,,
4418887410411213952,228.8347973122566,-0.2990106594366929,0.21615739,0.18923365,0.30722409583000587,0.23810653,-4.377880214727829,0.3106757,-1.3965487667655816,0.25809395,18.849628,19.278116,18.261984,1.0161324,1.1213087,0.0,window,15.889245972783655,0.01,0.6933941240865651,0.0,False,,
4418887616569647360,228.82858748714116,-0.2921100306415622,0.29967546,0.25383335,0.732779517184973,0.32132417,-6.599370566761394,0.4491703,-1.75209495925866,0.36157137,19.43333,19.927065,18.665972,1.2610931,1.0077782,0.0,window,15.869229510303514,0.01,0.07104402698238199,0.0,False,,
4418911015551490176,228.90206447323538,-0.2685439504102862,0.15902548,0.1382937,0.29381903479358323,0.17607534,-5.168458440643528,0.22168493,-2.5253829135343593,0.17496093,18.330656,18.895359,17.653135,1.2422237,1.0357529,0.0,window,11.847820442076662,0.03942300300890999,0.40103180952893286,0.0,False,,
4418914073568342016,228.9870603780631,-0.12751042695647635,0.47434485,0.46596855,0.9471724762066027,0.5649524,-1.9622161581346242,0.700839,-2.050812859995056,0.6438562,20.027132,20.349783,19.41593,0.93385315,1.0652612,0.361821832878706,window,2.2980362955190743,0.8408582433396885,0.5191712813106355,0.5158414986991141,True,,
4418914657683896320,228.90666498345965,-0.125554355322341,0.16282326,0.14422773,0.5159063634433669,0.18553728,-1.5559591517848679,0.204515,-19.468058021796544,0.17666267,18.572107,19.370579,17.734173,1.636406,1.0359112,0.0,window,6.964597453193491,0.33904786966474537,0.022917978645860794,0.0,False,,
4418914730699187328,228.96913357461767,-0.1279288030267413,0.03622264,0.03197425,0.07280877831154785,0.041970905,-2.7344496732868375,0.046547286,-2.6612866515893217,0.039998464,15.966029,16.48631,15.281946,1.2043629,0.9324699,0.9969025097137819,window,3.314105250826708,0.7561168623259688,0.6487003657919832,0.9066449881488687,True,,
4418915001281293440,228.9460077425797,-0.11725014789885144,0.18229695,0.15255362,-0.02548605723791613,0.19377711,-2.5926302388820552,0.2642098,-2.3779498934220666,0.21418758,18.670803,19.120392,18.100983,1.0194092,0.9367576,0.4492742649585603,window,4.566128929709897,0.6197012706747961,0.7262532995270695,0.5523332093145323,True,,
4418915280455005056,228.79706733368621,-0.2044817690430817,0.0775112,0.0727292,0.12220500050923923,0.09346854,-6.201570306451844,0.10480794,-4.527218794646454,0.10201732,17.272152,17.598766,16.79507,0.8036957,1.0576643,0.0,window,14.595739539312369,0.01,0.9999472977090443,0.0,False,,
4418916581829233024,228.75673845475194,-0.13297732051103875,0.29208347,0.27420026,0.6251241444753013,0.33583567,-14.220013523667765,0.38971645,2.022490050035852,0.35709888,19.28822,19.79694,18.670446,1.1264935,1.1105485,0.0,window,15.961282071930684,0.01,0.30272970694827306,0.0,False,,
4418917269024338816,228.76102905099475,-0.10547604533264929,0.5507301,0.5207354,0.8868535111930242,0.6249069,-0.9597251821621466,0.7890083,-11.205894451093753,0.7717021,20.329224,20.916985,19.456795,1.4601898,0.9683358,0.0,window,15.656539464643847,0.01,0.0016549061435268964,0.0,False,,
4418918059298049920,228.89854993843107,-0.0907119273364415,0.34126005,0.29728937,-0.4435798314445394,0.38840377,-7.579944937652066,0.44248682,-4.824531957798347,0.37233463,19.401783,19.966488,18.66264,1.3038483,1.1795423,0.0,window,7.506355277923282,0.28448795431178636,0.04901211710383715,0.0,False,,
4418919914723879040,229.02135186353811,-0.11741018290804504,0.37285405,0.32383844,-0.0949916225503349,0.41275844,-3.0246259101652395,0.49307162,-1.8148867177992272,0.43488988,19.786789,20.549622,18.782585,1.7670364,0.93783855,0.14378378728939734,window,0.35015887867824913,0.9177778035383298,7.240277578616554e-08,0.24722578177041699,False,,
4418919949084019840,229.03741196249638,-0.11608080287047416,0.5739522,0.49449843,-0.2639207988618679,0.6396573,-3.519101740168721,0.83662087,-2.5243739694271783,0.6877623,20.237022,20.273119,19.849358,0.42376137,1.0393866,0.6338503961328705,window,0.9687680749727996,0.9057771376561905,0.42492255415257696,0.7100705860430465,True,,
